in_0,in_1,out_2,out_3,out_4,out_5
3.9969391567144545,1.575241415744296,0.0,5.57218057245875,0.0,0.0
1.5436856302249042,4.131956982398685,0.0,5.675642612623589,0.0,0.0
3.863507753964499,2.334554228962102,0.0,6.1980619829266015,0.0,0.0
3.3978430272478635,3.823146549788202,0.0,7.2209895770360655,0.0,0.0
3.671397113051118,2.966185227931586,0.0,6.6375823409827035,0.0,0.0
1.4354922429187194,1.5576006836662466,0.0,2.993092926584966,0.0,0.0
1.9167736900211025,4.319954024550956,0.0,6.2367277145720585,0.0,0.0
2.273662175270335,2.497989523385663,0.0,4.771651698655997,0.0,0.0
2.680907309944288,2.503640455707689,0.0,5.184547765651977,0.0,0.0
4.542290161843413,1.3615538323214262,0.0,5.9038439941648395,0.0,0.0
2.3957988912102834,1.6859550575860731,0.0,4.081753948796356,0.0,0.0
3.9473776162806695,2.027983378199449,0.0,5.975360994480118,0.0,0.0
1.4327644184413684,3.4356699089165494,0.0,4.868434327357917,0.0,0.0
2.1586004403486636,3.750909613966568,0.0,5.9095100543152315,0.0,0.0
4.595090541894793,2.474671986817089,0.0,7.069762528711882,0.0,0.0
1.833016323870119,2.087548677738543,0.0,3.920565001608662,0.0,0.0
3.532491109738759,3.139859408760477,0.0,6.672350518499236,0.0,0.0
1.408973736222468,4.1776084383690755,0.0,5.586582174591543,0.0,0.0
1.9088089373902566,4.040301058061868,0.0,5.949109995452124,0.0,0.0
3.7218767573753184,4.207404194809484,0.0,7.9292809521848024,0.0,0.0
3.5200460241607496,1.3914457816642432,0.0,4.911491805824992,0.0,0.0
1.0241012189058236,3.682734947976676,0.0,4.7068361668825,0.0,0.0
2.702472826153807,3.2237687625202365,0.0,5.926241588674044,0.0,0.0
1.5596016144452949,1.233538887865421,0.0,2.793140502310716,0.0,0.0
1.4738471197259688,3.2507184767165764,0.0,4.724565596442545,0.0,0.0
4.706253355432153,1.3034076806878647,0.0,6.0096610361200185,0.0,0.0
2.790464614615944,1.0497656921944958,0.0,3.8402303068104398,0.0,0.0
3.4099966084610327,3.377787969138077,0.0,6.78778457759911,0.0,0.0
3.413711578162019,4.8573084541908695,0.0,8.271020032352888,0.0,0.0
4.150611405341082,2.0441673855386218,0.0,6.194778790879704,0.0,0.0
3.0644335247621233,4.053869945997324,0.0,7.118303470759447,0.0,0.0
4.915216101910816,4.567720425513642,0.0,9.482936527424457,0.0,0.0
1.0622576398141699,2.2877411049010963,0.0,3.349998744715266,0.0,0.0
3.3945059112510028,2.2942414919746383,0.0,5.688747403225641,0.0,0.0
1.4136041100642824,3.972780925806138,0.0,5.38638503587042,0.0,0.0
4.359659943082126,4.826631682353331,0.0,9.186291625435457,0.0,0.0
4.1701365448253584,1.7036493174058869,0.0,5.873785862231245,0.0,0.0
4.656141592704993,1.880716505692559,0.0,6.536858098397552,0.0,0.0
4.081658244981069,4.968446583828085,0.0,9.050104828809154,0.0,0.0
4.0291670200304575,4.739085350629413,0.0,8.76825237065987,0.0,0.0
1.5410206948857272,4.981536554024025,0.0,6.522557248909752,0.0,0.0
1.2258546979408909,4.178364687456814,0.0,5.404219385397705,0.0,0.0
3.876188046306741,4.164716924931815,0.0,8.040904971238556,0.0,0.0
1.579450782542891,1.1927969826319331,0.0,2.772247765174824,0.0,0.0
1.7922037885432176,1.739647516082973,0.0,3.5318513046261906,0.0,0.0
4.3428439167495565,2.374890419895686,0.0,6.717734336645242,0.0,0.0
2.622714415962458,4.433401685523892,0.0,7.056116101486349,0.0,0.0
4.616477503063416,3.727370727930187,0.0,8.343848230993604,0.0,0.0
4.4624119693280955,3.7039087964467705,0.0,8.166320765774866,0.0,0.0
1.4398187924554393,2.804662008427031,0.0,4.244480800882471,0.0,0.0
3.086095337041368,3.9084028347239466,0.0,6.994498171765315,0.0,0.0
2.2869024711310995,2.6919650119305825,0.0,4.978867483061682,0.0,0.0
2.208924837167668,2.4918653159163435,0.0,4.700790153084012,0.0,0.0
1.4283824731384738,4.615554753589547,0.0,6.043937226728021,0.0,0.0
3.1254854359063926,2.7180070328787282,0.0,5.84349246878512,0.0,0.0
4.903964180006067,3.6839380085532603,0.0,8.587902188559328,0.0,0.0
3.916170340090143,2.6176414584682353,0.0,6.533811798558379,0.0,0.0
4.160645980213401,4.046600844431392,0.0,8.207246824644793,0.0,0.0
3.6458201489207993,2.2716476933448284,0.0,5.917467842265628,0.0,0.0
1.9516711227722898,3.547387536216632,0.0,5.499058658988922,0.0,0.0
1.8764015194521972,3.087125968172632,0.0,4.963527487624829,0.0,0.0
1.7229531355712178,2.4579916101264954,0.0,4.180944745697714,0.0,0.0
2.2486866845910938,3.5488688348588213,0.0,5.797555519449915,0.0,0.0
1.4763669604330136,3.0736613416697907,0.0,4.550028302102804,0.0,0.0
1.0452759779605172,1.6156870801649181,0.0,2.6609630581254353,0.0,0.0
1.5000456672047595,2.5118296465662677,0.0,4.011875313771027,0.0,0.0
3.249289086795209,2.3123773278923103,0.0,5.561666414687519,0.0,0.0
2.083823771315599,1.7187389202490166,0.0,3.802562691564616,0.0,0.0
4.528509999512547,3.8442832706491674,0.0,8.372793270161715,0.0,0.0
4.316745600566694,4.830433224967403,0.0,9.147178825534098,0.0,0.0
3.4445848200995,4.314445685688686,0.0,7.7590305057881865,0.0,0.0
4.259629683137582,4.9287298961652155,0.0,9.188359579302798,0.0,0.0
2.5780495438315607,4.824372198901979,0.0,7.402421742733539,0.0,0.0
2.668156348665874,3.1864123387920187,0.0,5.854568687457893,0.0,0.0
3.837843983377947,1.385497393531176,0.0,5.223341376909123,0.0,0.0
1.4304592817519066,2.355229678622387,0.0,3.785688960374294,0.0,0.0
1.914089892563278,1.6062094448626674,0.0,3.5202993374259455,0.0,0.0
2.5844500499971494,1.533775319377324,0.0,4.118225369374473,0.0,0.0
3.8382375775365345,4.260282700961659,0.0,8.098520278498192,0.0,0.0
1.4904727067510155,4.268669428344423,0.0,5.759142135095439,0.0,0.0
2.104909866121255,3.289870151533623,0.0,5.3947800176548775,0.0,0.0
4.7904249100257665,1.4724883103535582,0.0,6.262913220379325,0.0,0.0
1.394241129426708,2.2580500855244527,0.0,3.652291214951161,0.0,0.0
4.1696667408980765,1.8489759595842368,0.0,6.018642700482314,0.0,0.0
4.719985801613602,2.667041029744426,0.0,7.387026831358027,0.0,0.0
4.603230836032498,3.2550000484938533,0.0,7.8582308845263515,0.0,0.0
2.149843824895564,1.9224507046737442,0.0,4.072294529569309,0.0,0.0
4.75551118852038,1.1351182580581844,0.0,5.890629446578565,0.0,0.0
1.80400373200863,4.291353614791262,0.0,6.095357346799892,0.0,0.0
3.073487906064873,3.3559008925333513,0.0,6.429388798598224,0.0,0.0
3.6480859407110033,1.0862085892340594,0.0,4.734294529945062,0.0,0.0
3.807067605850673,3.9744377156249158,0.0,7.7815053214755885,0.0,0.0
4.942634470671724,2.819654324022167,0.0,7.762288794693891,0.0,0.0
1.9441899705928303,1.4359274596439362,0.0,3.3801174302367665,0.0,0.0
2.5141091861947906,2.926371729375516,0.0,5.440480915570307,0.0,0.0
2.448232343494675,4.3394921554346,0.0,6.7877244989292755,0.0,0.0
4.792991592996891,3.1637751770068636,0.0,7.956766770003755,0.0,0.0
2.5607587669779983,2.3141841425944567,0.0,4.8749429095724555,0.0,0.0
4.487060078106126,3.598559787235284,0.0,8.08561986534141,0.0,0.0
2.8977463012444606,3.53349642988538,0.0,6.43124273112984,0.0,0.0
4.009851596227775,4.024905386156611,0.0,8.034756982384387,0.0,0.0
3.406358132053336,1.840555735384712,0.0,5.246913867438048,0.0,0.0
4.389383325172002,3.718971213857524,0.0,8.108354539029525,0.0,0.0
1.67728490199997,2.6428640542639306,0.0,4.320148956263901,0.0,0.0
1.6541185430269132,3.573623808007048,0.0,5.227742351033961,0.0,0.0
3.895593160252715,1.8584511719526473,0.0,5.754044332205362,0.0,0.0
3.7631998918585747,2.727350814123856,0.0,6.490550705982431,0.0,0.0
3.059127047116042,2.4009427134819448,0.0,5.460069760597987,0.0,0.0
4.066566060735255,2.1312935699214948,0.0,6.197859630656749,0.0,0.0
1.5749620577592132,1.093224718264059,0.0,2.6681867760232723,0.0,0.0
1.3309495986655726,2.1036384461610598,0.0,3.4345880448266324,0.0,0.0
3.2286952578772388,2.0295170137593272,0.0,5.258212271636566,0.0,0.0
1.5662386430770563,3.6875096734411614,0.0,5.253748316518218,0.0,0.0
4.641232715492381,3.8442452435538472,0.0,8.485477959046229,0.0,0.0
1.2064937962432585,4.963063048155144,0.0,6.169556844398402,0.0,0.0
4.743569255875455,1.677265310336769,0.0,6.420834566212224,0.0,0.0
1.279105096931564,2.9341077891775464,0.0,4.21321288610911,0.0,0.0
3.6888382126444013,4.960550582355004,0.0,8.649388794999405,0.0,0.0
3.7408462433443046,1.0664855672681797,0.0,4.807331810612484,0.0,0.0
2.404705095816083,3.3770853592515473,0.0,5.781790455067631,0.0,0.0
1.4943516001716177,3.3149266558421835,0.0,4.809278256013801,0.0,0.0
3.0507683615376284,2.304226058226256,0.0,5.354994419763885,0.0,0.0
4.127595169532605,4.961525540005928,0.0,9.089120709538534,0.0,0.0
1.3605854148676508,2.856561123454498,0.0,4.217146538322149,0.0,0.0
4.523504981228654,2.394996427537947,0.0,6.918501408766601,0.0,0.0
1.8180981084073373,3.787467668322751,0.0,5.605565776730089,0.0,0.0
4.89059614049185,3.3040612042477573,0.0,8.194657344739607,0.0,0.0
2.3123268437715843,2.1010405173742046,0.0,4.413367361145789,0.0,0.0
3.7264542176432953,2.0992770738916082,0.0,5.825731291534904,0.0,0.0
1.1048412733693302,3.5936445477299817,0.0,4.698485821099312,0.0,0.0
4.412092644665215,1.431474290398922,0.0,5.843566935064137,0.0,0.0
1.0208390923704833,4.705392924380115,0.0,5.726232016750599,0.0,0.0
3.4229440361759496,2.1694015068435757,0.0,5.592345543019525,0.0,0.0
1.697915993605485,2.4688335404844812,0.0,4.166749534089966,0.0,0.0
2.45681547288444,2.486866001686419,0.0,4.943681474570859,0.0,0.0
2.6146752145224337,1.2355828185637514,0.0,3.850258033086185,0.0,0.0
1.4521007560753514,3.586244411450199,0.0,5.03834516752555,0.0,0.0
1.1128709197852875,1.831794303769429,0.0,2.9446652235547166,0.0,0.0
4.252460186587229,4.652661351631107,0.0,8.905121538218335,0.0,0.0
3.873879905219851,4.176328690632373,0.0,8.050208595852224,0.0,0.0
2.0517455383226837,4.600519314526359,0.0,6.652264852849043,0.0,0.0
4.615111326842654,2.492209882332297,0.0,7.107321209174951,0.0,0.0
2.5088270302322186,2.2205861769893116,0.0,4.72941320722153,0.0,0.0
2.9849038515480117,1.6269764689756725,0.0,4.611880320523684,0.0,0.0
2.354195410122281,1.130889664973814,0.0,3.485085075096095,0.0,0.0
2.7313119669861265,4.445994457567086,0.0,7.177306424553213,0.0,0.0
4.123616714045953,1.4171410385638579,0.0,5.540757752609811,0.0,0.0
4.446313176703278,1.4121398232195181,0.0,5.858452999922796,0.0,0.0
2.5238514423242187,4.93189078826164,0.0,7.455742230585859,0.0,0.0
1.8415189927097604,2.116090117265484,0.0,3.957609109975244,0.0,0.0
2.615721512491258,2.2106615686276285,0.0,4.826383081118887,0.0,0.0
2.9709575156879247,4.87134012009647,0.0,7.842297635784394,0.0,0.0
2.4898549677242015,3.0267894608822496,0.0,5.516644428606451,0.0,0.0
2.5501947197227413,4.254021283302421,0.0,6.804216003025163,0.0,0.0
4.435667732695376,3.038770692714302,0.0,7.474438425409678,0.0,0.0
1.4658105958147098,3.2365977145670253,0.0,4.702408310381735,0.0,0.0
2.9703048025241015,1.9261006037701875,0.0,4.8964054062942886,0.0,0.0
1.0377135921141583,1.3867054777685155,0.0,2.4244190698826737,0.0,0.0
2.738589844603812,4.299252211839457,0.0,7.037842056443269,0.0,0.0
1.4791095219452455,3.4840919763636684,0.0,4.963201498308914,0.0,0.0
1.374350596132409,1.6650653194226077,0.0,3.0394159155550167,0.0,0.0
1.046515509635094,3.543726039072165,0.0,4.590241548707259,0.0,0.0
4.718892198880772,2.4188814361569975,0.0,7.137773635037769,0.0,0.0
1.012161009541297,3.300100468342241,0.0,4.312261477883538,0.0,0.0
4.690735184478221,2.912653959238132,0.0,7.603389143716353,0.0,0.0
1.1365268346978894,4.613708260864959,0.0,5.750235095562848,0.0,0.0
1.701358805386096,4.053610451367781,0.0,5.754969256753878,0.0,0.0
3.8151139843066337,4.74930655105923,0.0,8.564420535365864,0.0,0.0
4.7319294350656005,2.381852765033623,0.0,7.113782200099223,0.0,0.0
1.640042133820824,4.900407815661087,0.0,6.540449949481911,0.0,0.0
3.5157883892683293,3.48471612715374,0.0,7.000504516422069,0.0,0.0
1.5089500075374387,2.5738198899567477,0.0,4.082769897494186,0.0,0.0
1.0362014188482114,1.6711586646032197,0.0,2.707360083451431,0.0,0.0
1.0429203442595707,2.828515056572155,0.0,3.8714354008317255,0.0,0.0
2.3832354634639836,4.249722834414497,0.0,6.6329582978784805,0.0,0.0
2.9348525973818083,3.671728301735191,0.0,6.606580899116999,0.0,0.0
3.417535861297199,4.490093364455067,0.0,7.907629225752266,0.0,0.0
2.977333223859343,2.300483800320298,0.0,5.27781702417964,0.0,0.0
3.8230354099896604,2.5092212480692826,0.0,6.332256658058943,0.0,0.0
4.548093149847919,1.2794974846772305,0.0,5.82759063452515,0.0,0.0
4.073179128351186,3.3963591394565515,0.0,7.469538267807738,0.0,0.0
2.871533517329176,4.172941681396926,0.0,7.0444751987261025,0.0,0.0
1.6235421430430543,4.916494541117471,0.0,6.540036684160525,0.0,0.0
1.4634328732481539,4.614393018784575,0.0,6.077825892032729,0.0,0.0
2.941173424883313,3.782280466271519,0.0,6.723453891154832,0.0,0.0
1.015904746300715,2.712536108521203,0.0,3.728440854821918,0.0,0.0
1.4553466403613085,3.8652577158872,0.0,5.320604356248508,0.0,0.0
1.0767947305625278,1.557853196236021,0.0,2.6346479267985488,0.0,0.0
4.213757868655079,3.520183186341807,0.0,7.733941054996886,0.0,0.0
1.8008061945339167,3.9282979842832337,0.0,5.729104178817151,0.0,0.0
3.267976521510772,3.223218994231402,0.0,6.491195515742174,0.0,0.0
2.512447243824478,2.654035032691412,0.0,5.1664822765158895,0.0,0.0
4.238062833567829,3.820546548960804,0.0,8.058609382528633,0.0,0.0
3.444891295624484,4.734703662715816,0.0,8.1795949583403,0.0,0.0
1.2399014584718508,2.5744552729257397,0.0,3.8143567313975906,0.0,0.0
1.5881066962897163,4.177823070671378,0.0,5.7659297669610945,0.0,0.0
3.2698349678394427,4.984642436013937,0.0,8.254477403853379,0.0,0.0
2.2987137316473736,3.216043299453741,0.0,5.514757031101114,0.0,0.0
2.647689984758872,3.1834012422601288,0.0,5.831091227019001,0.0,0.0
4.750221343684831,2.242996703205545,0.0,6.993218046890376,0.0,0.0
1.20963809244178,1.720685215509293,0.0,2.930323307951073,0.0,0.0
1.468429477088221,2.066038228347352,0.0,3.534467705435573,0.0,0.0
4.42647136702105,1.289182438979338,0.0,5.715653806000388,0.0,0.0
1.865846879220995,2.7972282301056355,0.0,4.6630751093266305,0.0,0.0
1.4253491929903448,2.412735965319017,0.0,3.8380851583093616,0.0,0.0
4.302072229370551,1.08878549406076,0.0,5.390857723431311,0.0,0.0
3.2630623989961425,3.9703476193591714,0.0,7.233410018355314,0.0,0.0
4.43892865010964,2.82070423940425,0.0,7.25963288951389,0.0,0.0
2.7925476080658784,1.2807616495598735,0.0,4.073309257625752,0.0,0.0
4.4532351302475774,4.512147373375045,0.0,8.965382503622623,0.0,0.0
2.3751371490229864,1.44444864695541,0.0,3.8195857959783965,0.0,0.0
3.7373636393155856,4.504229702926535,0.0,8.24159334224212,0.0,0.0
2.02656450451546,3.219795199491885,0.0,5.246359704007345,0.0,0.0
2.609141129057158,4.501797207381225,0.0,7.110938336438383,0.0,0.0
3.778036854711036,2.1142703354167764,0.0,5.892307190127813,0.0,0.0
4.9845230796966975,1.2012680972412149,0.0,6.185791176937912,0.0,0.0
4.98386754023551,1.8742321852286934,0.0,6.8580997254642035,0.0,0.0
3.4978389727884154,4.244736422620967,0.0,7.742575395409382,0.0,0.0
4.3539589124261395,2.370715503966072,0.0,6.724674416392212,0.0,0.0
3.3419074899212107,1.3693700075547675,0.0,4.711277497475978,0.0,0.0
1.1223399089713668,2.5924336987323806,0.0,3.7147736077037474,0.0,0.0
2.364397262858961,2.2653225889618875,0.0,4.629719851820848,0.0,0.0
2.3321622599502416,2.4932314632010875,0.0,4.825393723151329,0.0,0.0
1.7264916833967958,4.212724785519622,0.0,5.939216468916419,0.0,0.0
2.7806222713949573,1.5089209878741547,0.0,4.289543259269112,0.0,0.0
2.0134576936268016,4.737474817258114,0.0,6.750932510884915,0.0,0.0
3.0602233033223016,1.002371223856167,0.0,4.062594527178469,0.0,0.0
3.4001514530091987,1.6620793116399866,0.0,5.062230764649185,0.0,0.0
3.0221348878818,2.844007523756075,0.0,5.866142411637875,0.0,0.0
4.865559365152686,4.321202173129648,0.0,9.186761538282333,0.0,0.0
3.703623584262064,1.2412109854367999,0.0,4.944834569698864,0.0,0.0
1.8960289875396747,4.537680627669247,0.0,6.433709615208922,0.0,0.0
3.1814496884303938,1.421575129428672,0.0,4.603024817859065,0.0,0.0
1.5243646893207243,2.9904435520282586,0.0,4.514808241348983,0.0,0.0
3.629406655036252,2.9697992724492623,0.0,6.599205927485514,0.0,0.0
1.7031638912429163,1.4808581656223234,0.0,3.1840220568652398,0.0,0.0
